08/22/2022 22:54:24 MDT Started script...
08/22/2022 22:54:35 MDT Batch 12
08/22/2022 22:54:35 MDT Batch 13
08/22/2022 22:54:35 MDT Batch 14
08/22/2022 22:54:35 MDT Batch 15
08/22/2022 22:54:35 MDT Batch 16
08/22/2022 22:54:35 MDT Batch 17
08/22/2022 22:54:35 MDT Batch 18
08/22/2022 22:54:35 MDT Batch 19
08/22/2022 22:54:35 MDT Batch 20
08/22/2022 22:54:35 MDT Batch 21
08/22/2022 22:54:35 MDT Batch 22
08/22/2022 22:54:36 MDT Batch 23
08/22/2022 22:54:36 MDT Batch 24
08/22/2022 22:54:36 MDT Batch 25
08/22/2022 22:54:36 MDT Batch 26
08/22/2022 22:54:36 MDT Batch 27
08/22/2022 22:54:36 MDT Batch 28
08/22/2022 22:54:36 MDT Batch 29
08/22/2022 22:54:36 MDT Batch 30
08/22/2022 22:54:36 MDT Batch 31
08/22/2022 22:54:36 MDT Batch 32
08/22/2022 22:54:36 MDT Batch 33
08/22/2022 22:54:36 MDT Batch 34
08/22/2022 22:54:36 MDT Batch 35
08/22/2022 22:54:36 MDT Batch 36
08/22/2022 22:54:36 MDT Batch 37
08/22/2022 22:54:36 MDT Batch 38
08/22/2022 22:54:36 MDT Batch 39
08/22/2022 22:54:36 MDT Batch 40
08/22/2022 22:54:36 MDT Batch 41
08/22/2022 22:54:36 MDT Batch 42
08/22/2022 22:54:36 MDT Batch 43
08/22/2022 22:54:36 MDT Batch 44
08/22/2022 22:54:37 MDT Batch 45
08/22/2022 22:54:38 MDT EPOCH #4: TRAIN AP 0.354462, VAL AP 0.311202, TRAIN TIME 0m 2.023863s, VAL TIME 0m 1.239604s
08/22/2022 22:54:38 MDT Epoch 5
08/22/2022 22:54:38 MDT Batch 1
08/22/2022 22:54:38 MDT Batch 2
08/22/2022 22:54:38 MDT Batch 3
08/22/2022 22:54:38 MDT Batch 4
08/22/2022 22:54:38 MDT Batch 5
08/22/2022 22:54:38 MDT Batch 6
08/22/2022 22:54:38 MDT Batch 7
08/22/2022 22:54:38 MDT Batch 8
08/22/2022 22:54:38 MDT Batch 9
08/22/2022 22:54:38 MDT Batch 10
08/22/2022 22:54:38 MDT Batch 11
08/22/2022 22:54:38 MDT Batch 12
08/22/2022 22:54:38 MDT Batch 13
08/22/2022 22:54:38 MDT Batch 14
08/22/2022 22:54:38 MDT Batch 15
08/22/2022 22:54:38 MDT Batch 16
08/22/2022 22:54:39 MDT Batch 17
08/22/2022 22:54:39 MDT Batch 18
08/22/2022 22:54:39 MDT Batch 19
08/22/2022 22:54:39 MDT Batch 20
08/22/2022 22:54:39 MDT Batch 21
08/22/2022 22:54:39 MDT Batch 22
08/22/2022 22:54:39 MDT Batch 23
08/22/2022 22:54:39 MDT Batch 24
08/22/2022 22:54:39 MDT Batch 25
08/22/2022 22:54:39 MDT Batch 26
08/22/2022 22:54:39 MDT Batch 27
08/22/2022 22:54:39 MDT Batch 28
08/22/2022 22:54:39 MDT Batch 29
08/22/2022 22:54:39 MDT Batch 30
08/22/2022 22:54:39 MDT Batch 31
08/22/2022 22:54:39 MDT Batch 32
08/22/2022 22:54:39 MDT Batch 33
08/22/2022 22:54:39 MDT Batch 34
08/22/2022 22:54:39 MDT Batch 35
08/22/2022 22:54:39 MDT Batch 36
08/22/2022 22:54:39 MDT Batch 37
08/22/2022 22:54:39 MDT Batch 38
08/22/2022 22:54:39 MDT Batch 39
08/22/2022 22:54:40 MDT Batch 40
08/22/2022 22:54:40 MDT Batch 41
08/22/2022 22:54:40 MDT Batch 42
08/22/2022 22:54:40 MDT Batch 43
08/22/2022 22:54:40 MDT Batch 44
08/22/2022 22:54:40 MDT Batch 45
08/22/2022 22:54:41 MDT EPOCH #5: TRAIN AP 0.431870, VAL AP 0.394997, TRAIN TIME 0m 1.977231s, VAL TIME 0m 1.125086s
08/22/2022 22:54:41 MDT Epoch 6
08/22/2022 22:54:41 MDT Batch 1
08/22/2022 22:54:41 MDT Batch 2
08/22/2022 22:54:41 MDT Batch 3
08/22/2022 22:54:41 MDT Batch 4
08/22/2022 22:54:41 MDT Batch 5
08/22/2022 22:54:41 MDT Batch 6
08/22/2022 22:54:41 MDT Batch 7
08/22/2022 22:54:41 MDT Batch 8
08/22/2022 22:54:41 MDT Batch 9
08/22/2022 22:54:41 MDT Batch 10
08/22/2022 22:54:41 MDT Batch 11
08/22/2022 22:54:41 MDT Batch 12
08/22/2022 22:54:41 MDT Batch 13
08/22/2022 22:54:42 MDT Batch 14
08/22/2022 22:54:42 MDT Batch 15
08/22/2022 22:54:42 MDT Batch 16
08/22/2022 22:54:42 MDT Batch 17
08/22/2022 22:54:42 MDT Batch 18
08/22/2022 22:54:42 MDT Batch 19
08/22/2022 22:54:42 MDT Batch 20
08/22/2022 22:54:42 MDT Batch 21
08/22/2022 22:54:42 MDT Batch 22
08/22/2022 22:54:42 MDT Batch 23
08/22/2022 22:54:42 MDT Batch 24
08/22/2022 22:54:42 MDT Batch 25
08/22/2022 22:54:42 MDT Batch 26
08/22/2022 22:54:42 MDT Batch 27
08/22/2022 22:54:42 MDT Batch 28
08/22/2022 22:54:42 MDT Batch 29
08/22/2022 22:54:42 MDT Batch 30
08/22/2022 22:54:42 MDT Batch 31
08/22/2022 22:54:42 MDT Batch 32
08/22/2022 22:54:42 MDT Batch 33
08/22/2022 22:54:42 MDT Batch 34
08/22/2022 22:54:42 MDT Batch 35
08/22/2022 22:54:43 MDT Batch 36
08/22/2022 22:54:43 MDT Batch 37
08/22/2022 22:54:43 MDT Batch 38
08/22/2022 22:54:43 MDT Batch 39
08/22/2022 22:54:43 MDT Batch 40
08/22/2022 22:54:43 MDT Batch 41
08/22/2022 22:54:43 MDT Batch 42
08/22/2022 22:54:43 MDT Batch 43
08/22/2022 22:54:43 MDT Batch 44
08/22/2022 22:54:43 MDT Batch 45
08/22/2022 22:54:44 MDT EPOCH #6: TRAIN AP 0.356570, VAL AP 0.321277, TRAIN TIME 0m 2.022856s, VAL TIME 0m 1.105479s
08/22/2022 22:54:44 MDT Epoch 7
08/22/2022 22:54:44 MDT Batch 1
08/22/2022 22:54:44 MDT Batch 2
08/22/2022 22:54:44 MDT Batch 3
08/22/2022 22:54:44 MDT Batch 4
08/22/2022 22:54:44 MDT Batch 5
08/22/2022 22:54:44 MDT Batch 6
08/22/2022 22:54:44 MDT Batch 7
08/22/2022 22:54:44 MDT Batch 8
08/22/2022 22:54:44 MDT Batch 9
08/22/2022 22:54:44 MDT Batch 10
08/22/2022 22:54:44 MDT Batch 11
08/22/2022 22:54:45 MDT Batch 12
08/22/2022 22:54:45 MDT Batch 13
08/22/2022 22:54:45 MDT Batch 14
08/22/2022 22:54:45 MDT Batch 15
08/22/2022 22:54:45 MDT Batch 16
08/22/2022 22:54:45 MDT Batch 17
08/22/2022 22:54:45 MDT Batch 18
08/22/2022 22:54:45 MDT Batch 19
08/22/2022 22:54:45 MDT Batch 20
08/22/2022 22:54:45 MDT Batch 21
08/22/2022 22:54:45 MDT Batch 22
08/22/2022 22:54:45 MDT Batch 23
08/22/2022 22:54:45 MDT Batch 24
08/22/2022 22:54:45 MDT Batch 25
08/22/2022 22:54:45 MDT Batch 26
08/22/2022 22:54:45 MDT Batch 27
08/22/2022 22:54:45 MDT Batch 28
08/22/2022 22:54:45 MDT Batch 29
08/22/2022 22:54:45 MDT Batch 30
08/22/2022 22:54:45 MDT Batch 31
08/22/2022 22:54:45 MDT Batch 32
08/22/2022 22:54:45 MDT Batch 33
08/22/2022 22:54:46 MDT Batch 34
08/22/2022 22:54:46 MDT Batch 35
08/22/2022 22:54:46 MDT Batch 36
08/22/2022 22:54:46 MDT Batch 37
08/22/2022 22:54:46 MDT Batch 38
08/22/2022 22:54:46 MDT Batch 39
08/22/2022 22:54:46 MDT Batch 40
08/22/2022 22:54:46 MDT Batch 41
08/22/2022 22:54:46 MDT Batch 42
08/22/2022 22:54:46 MDT Batch 43
08/22/2022 22:54:46 MDT Batch 44
08/22/2022 22:54:46 MDT Batch 45
08/22/2022 22:54:47 MDT EPOCH #7: TRAIN AP 0.462964, VAL AP 0.372488, TRAIN TIME 0m 2.001011s, VAL TIME 0m 1.174980s
08/22/2022 22:54:47 MDT Epoch 8
08/22/2022 22:54:47 MDT Batch 1
08/22/2022 22:54:47 MDT Batch 2
08/22/2022 22:54:47 MDT Batch 3
08/22/2022 22:54:47 MDT Batch 4
08/22/2022 22:54:47 MDT Batch 5
08/22/2022 22:54:47 MDT Batch 6
08/22/2022 22:54:48 MDT Batch 7
08/22/2022 22:54:48 MDT Batch 8
08/22/2022 22:54:48 MDT Batch 9
08/22/2022 22:54:48 MDT Batch 10
08/22/2022 22:54:48 MDT Batch 11
08/22/2022 22:54:48 MDT Batch 12
08/22/2022 22:54:48 MDT Batch 13
08/22/2022 22:54:48 MDT Batch 14
08/22/2022 22:54:48 MDT Batch 15
08/22/2022 22:54:48 MDT Batch 16
08/22/2022 22:54:48 MDT Batch 17
08/22/2022 22:54:48 MDT Batch 18
08/22/2022 22:54:48 MDT Batch 19
08/22/2022 22:54:48 MDT Batch 20
08/22/2022 22:54:48 MDT Batch 21
08/22/2022 22:54:48 MDT Batch 22
08/22/2022 22:54:48 MDT Batch 23
08/22/2022 22:54:48 MDT Batch 24
08/22/2022 22:54:48 MDT Batch 25
08/22/2022 22:54:48 MDT Batch 26
08/22/2022 22:54:48 MDT Batch 27
08/22/2022 22:54:48 MDT Batch 28
08/22/2022 22:54:49 MDT Batch 29
08/22/2022 22:54:49 MDT Batch 30
08/22/2022 22:54:49 MDT Batch 31
08/22/2022 22:54:49 MDT Batch 32
08/22/2022 22:54:49 MDT Batch 33
08/22/2022 22:54:49 MDT Batch 34
08/22/2022 22:54:49 MDT Batch 35
08/22/2022 22:54:49 MDT Batch 36
08/22/2022 22:54:49 MDT Batch 37
08/22/2022 22:54:49 MDT Batch 38
08/22/2022 22:54:49 MDT Batch 39
08/22/2022 22:54:49 MDT Batch 40
08/22/2022 22:54:49 MDT Batch 41
08/22/2022 22:54:49 MDT Batch 42
08/22/2022 22:54:49 MDT Batch 43
08/22/2022 22:54:49 MDT Batch 44
08/22/2022 22:54:49 MDT Batch 45
08/22/2022 22:54:50 MDT EPOCH #8: TRAIN AP 0.491167, VAL AP 0.392499, TRAIN TIME 0m 2.048921s, VAL TIME 0m 1.163984s
08/22/2022 22:54:50 MDT Epoch 9
08/22/2022 22:54:50 MDT Batch 1
08/22/2022 22:54:50 MDT Batch 2
08/22/2022 22:54:51 MDT Batch 3
08/22/2022 22:54:51 MDT Batch 4
08/22/2022 22:54:51 MDT Batch 5
08/22/2022 22:54:51 MDT Batch 6
08/22/2022 22:54:51 MDT Batch 7
08/22/2022 22:54:51 MDT Batch 8
08/22/2022 22:54:51 MDT Batch 9
08/22/2022 22:54:51 MDT Batch 10
08/22/2022 22:54:51 MDT Batch 11
08/22/2022 22:54:51 MDT Batch 12
08/22/2022 22:54:51 MDT Batch 13
08/22/2022 22:54:51 MDT Batch 14
08/22/2022 22:54:51 MDT Batch 15
08/22/2022 22:54:51 MDT Batch 16
08/22/2022 22:54:51 MDT Batch 17
08/22/2022 22:54:51 MDT Batch 18
08/22/2022 22:54:51 MDT Batch 19
08/22/2022 22:54:51 MDT Batch 20
08/22/2022 22:54:51 MDT Batch 21
08/22/2022 22:54:51 MDT Batch 22
08/22/2022 22:54:51 MDT Batch 23
08/22/2022 22:54:51 MDT Batch 24
08/22/2022 22:54:52 MDT Batch 25
08/22/2022 22:54:52 MDT Batch 26
08/22/2022 22:54:52 MDT Batch 27
08/22/2022 22:54:52 MDT Batch 28
08/22/2022 22:54:52 MDT Batch 29
08/22/2022 22:54:52 MDT Batch 30
08/22/2022 22:54:52 MDT Batch 31
08/22/2022 22:54:52 MDT Batch 32
08/22/2022 22:54:52 MDT Batch 33
08/22/2022 22:54:52 MDT Batch 34
08/22/2022 22:54:52 MDT Batch 35
08/22/2022 22:54:52 MDT Batch 36
08/22/2022 22:54:52 MDT Batch 37
08/22/2022 22:54:52 MDT Batch 38
08/22/2022 22:54:52 MDT Batch 39
08/22/2022 22:54:52 MDT Batch 40
08/22/2022 22:54:52 MDT Batch 41
08/22/2022 22:54:52 MDT Batch 42
08/22/2022 22:54:52 MDT Batch 43
08/22/2022 22:54:52 MDT Batch 44
08/22/2022 22:54:52 MDT Batch 45
08/22/2022 22:54:54 MDT EPOCH #9: TRAIN AP 0.482210, VAL AP 0.389447, TRAIN TIME 0m 2.020828s, VAL TIME 0m 1.116399s
08/22/2022 22:54:54 MDT Epoch 10
08/22/2022 22:54:54 MDT Batch 1
08/22/2022 22:54:54 MDT Batch 2
08/22/2022 22:54:54 MDT Batch 3
08/22/2022 22:54:54 MDT Batch 4
08/22/2022 22:54:54 MDT Batch 5
08/22/2022 22:54:54 MDT Batch 6
08/22/2022 22:54:54 MDT Batch 7
08/22/2022 22:54:54 MDT Batch 8
08/22/2022 22:54:54 MDT Batch 9
08/22/2022 22:54:54 MDT Batch 10
08/22/2022 22:54:54 MDT Batch 11
08/22/2022 22:54:54 MDT Batch 12
08/22/2022 22:54:54 MDT Batch 13
08/22/2022 22:54:54 MDT Batch 14
08/22/2022 22:54:54 MDT Batch 15
08/22/2022 22:54:54 MDT Batch 16
08/22/2022 22:54:54 MDT Batch 17
08/22/2022 22:54:54 MDT Batch 18
08/22/2022 22:54:54 MDT Batch 19
08/22/2022 22:54:54 MDT Batch 20
08/22/2022 22:54:54 MDT Batch 21
08/22/2022 22:54:55 MDT Batch 22
08/22/2022 22:54:55 MDT Batch 23
08/22/2022 22:54:55 MDT Batch 24
08/22/2022 22:54:55 MDT Batch 25
08/22/2022 22:54:55 MDT Batch 26
08/22/2022 22:54:55 MDT Batch 27
08/22/2022 22:54:55 MDT Batch 28
08/22/2022 22:54:55 MDT Batch 29
08/22/2022 22:54:55 MDT Batch 30
08/22/2022 22:54:55 MDT Batch 31
08/22/2022 22:54:55 MDT Batch 32
08/22/2022 22:54:55 MDT Batch 33
08/22/2022 22:54:55 MDT Batch 34
08/22/2022 22:54:55 MDT Batch 35
08/22/2022 22:54:55 MDT Batch 36
08/22/2022 22:54:55 MDT Batch 37
08/22/2022 22:54:55 MDT Batch 38
08/22/2022 22:54:55 MDT Batch 39
08/22/2022 22:54:55 MDT Batch 40
08/22/2022 22:54:55 MDT Batch 41
08/22/2022 22:54:55 MDT Batch 42
08/22/2022 22:54:55 MDT Batch 43
08/22/2022 22:54:55 MDT Batch 44
08/22/2022 22:54:56 MDT Batch 45
08/22/2022 22:54:57 MDT EPOCH #10: TRAIN AP 0.542603, VAL AP 0.424651, TRAIN TIME 0m 2.006180s, VAL TIME 0m 1.135386s
08/22/2022 22:54:57 MDT Epoch 11
08/22/2022 22:54:57 MDT Batch 1
08/22/2022 22:54:57 MDT Batch 2
08/22/2022 22:54:57 MDT Batch 3
08/22/2022 22:54:57 MDT Batch 4
08/22/2022 22:54:57 MDT Batch 5
08/22/2022 22:54:57 MDT Batch 6
08/22/2022 22:54:57 MDT Batch 7
08/22/2022 22:54:57 MDT Batch 8
08/22/2022 22:54:57 MDT Batch 9
08/22/2022 22:54:57 MDT Batch 10
08/22/2022 22:54:57 MDT Batch 11
08/22/2022 22:54:57 MDT Batch 12
08/22/2022 22:54:57 MDT Batch 13
08/22/2022 22:54:57 MDT Batch 14
08/22/2022 22:54:57 MDT Batch 15
08/22/2022 22:54:57 MDT Batch 16
08/22/2022 22:54:57 MDT Batch 17
08/22/2022 22:54:57 MDT Batch 18
08/22/2022 22:54:58 MDT Batch 19
08/22/2022 22:54:58 MDT Batch 20
08/22/2022 22:54:58 MDT Batch 21
08/22/2022 22:54:58 MDT Batch 22
08/22/2022 22:54:58 MDT Batch 23
08/22/2022 22:54:58 MDT Batch 24
08/22/2022 22:54:58 MDT Batch 25
08/22/2022 22:54:58 MDT Batch 26
08/22/2022 22:54:58 MDT Batch 27
08/22/2022 22:54:58 MDT Batch 28
08/22/2022 22:54:58 MDT Batch 29
08/22/2022 22:54:58 MDT Batch 30
08/22/2022 22:54:58 MDT Batch 31
08/22/2022 22:54:58 MDT Batch 32
08/22/2022 22:54:58 MDT Batch 33
08/22/2022 22:54:58 MDT Batch 34
08/22/2022 22:54:58 MDT Batch 35
08/22/2022 22:54:58 MDT Batch 36
08/22/2022 22:54:58 MDT Batch 37
08/22/2022 22:54:58 MDT Batch 38
08/22/2022 22:54:58 MDT Batch 39
08/22/2022 22:54:58 MDT Batch 40
08/22/2022 22:54:58 MDT Batch 41
08/22/2022 22:54:59 MDT Batch 42
08/22/2022 22:54:59 MDT Batch 43
08/22/2022 22:54:59 MDT Batch 44
08/22/2022 22:54:59 MDT Batch 45
08/22/2022 22:55:00 MDT EPOCH #11: TRAIN AP 0.415945, VAL AP 0.313718, TRAIN TIME 0m 1.986085s, VAL TIME 0m 1.131284s
08/22/2022 22:55:00 MDT Epoch 12
08/22/2022 22:55:00 MDT Batch 1
08/22/2022 22:55:00 MDT Batch 2
08/22/2022 22:55:00 MDT Batch 3
08/22/2022 22:55:00 MDT Batch 4
08/22/2022 22:55:00 MDT Batch 5
08/22/2022 22:55:00 MDT Batch 6
08/22/2022 22:55:00 MDT Batch 7
08/22/2022 22:55:00 MDT Batch 8
08/22/2022 22:55:00 MDT Batch 9
08/22/2022 22:55:00 MDT Batch 10
08/22/2022 22:55:00 MDT Batch 11
08/22/2022 22:55:00 MDT Batch 12
08/22/2022 22:55:00 MDT Batch 13
08/22/2022 22:55:00 MDT Batch 14
08/22/2022 22:55:00 MDT Batch 15
08/22/2022 22:55:01 MDT Batch 16
08/22/2022 22:55:01 MDT Batch 17
08/22/2022 22:55:01 MDT Batch 18
08/22/2022 22:55:01 MDT Batch 19
08/22/2022 22:55:01 MDT Batch 20
08/22/2022 22:55:01 MDT Batch 21
08/22/2022 22:55:01 MDT Batch 22
08/22/2022 22:55:01 MDT Batch 23
08/22/2022 22:55:01 MDT Batch 24
08/22/2022 22:55:01 MDT Batch 25
08/22/2022 22:55:01 MDT Batch 26
08/22/2022 22:55:01 MDT Batch 27
08/22/2022 22:55:01 MDT Batch 28
08/22/2022 22:55:01 MDT Batch 29
08/22/2022 22:55:01 MDT Batch 30
08/22/2022 22:55:01 MDT Batch 31
08/22/2022 22:55:01 MDT Batch 32
08/22/2022 22:55:01 MDT Batch 33
08/22/2022 22:55:01 MDT Batch 34
08/22/2022 22:55:01 MDT Batch 35
08/22/2022 22:55:01 MDT Batch 36
08/22/2022 22:55:01 MDT Batch 37
08/22/2022 22:55:01 MDT Batch 38
08/22/2022 22:55:02 MDT Batch 39
08/22/2022 22:55:02 MDT Batch 40
08/22/2022 22:55:02 MDT Batch 41
08/22/2022 22:55:02 MDT Batch 42
08/22/2022 22:55:02 MDT Batch 43
08/22/2022 22:55:02 MDT Batch 44
08/22/2022 22:55:02 MDT Batch 45
08/22/2022 22:55:03 MDT EPOCH #12: TRAIN AP 0.430778, VAL AP 0.358119, TRAIN TIME 0m 2.006549s, VAL TIME 0m 1.121295s
08/22/2022 22:55:03 MDT Epoch 13
08/22/2022 22:55:03 MDT Batch 1
08/22/2022 22:55:03 MDT Batch 2
08/22/2022 22:55:03 MDT Batch 3
08/22/2022 22:55:03 MDT Batch 4
08/22/2022 22:55:03 MDT Batch 5
08/22/2022 22:55:03 MDT Batch 6
08/22/2022 22:55:03 MDT Batch 7
08/22/2022 22:55:03 MDT Batch 8
08/22/2022 22:55:03 MDT Batch 9
08/22/2022 22:55:03 MDT Batch 10
08/22/2022 22:55:03 MDT Batch 11
08/22/2022 22:55:03 MDT Batch 12
08/22/2022 22:55:04 MDT Batch 13
08/22/2022 22:55:04 MDT Batch 14
08/22/2022 22:55:04 MDT Batch 15
08/22/2022 22:55:04 MDT Batch 16
08/22/2022 22:55:04 MDT Batch 17
08/22/2022 22:55:04 MDT Batch 18
08/22/2022 22:55:04 MDT Batch 19
08/22/2022 22:55:04 MDT Batch 20
08/22/2022 22:55:04 MDT Batch 21
08/22/2022 22:55:04 MDT Batch 22
08/22/2022 22:55:04 MDT Batch 23
08/22/2022 22:55:04 MDT Batch 24
08/22/2022 22:55:04 MDT Batch 25
08/22/2022 22:55:04 MDT Batch 26
08/22/2022 22:55:04 MDT Batch 27
08/22/2022 22:55:04 MDT Batch 28
